date,company,text
,팜이데일리,한주의 제약바이오 국산 신약 유럽 5대 경제대국 진출
,팜이데일리,지난 주12월 5일12월 9일 제약바이오업계 이슈를 모았다 SK바이오팜의 뇌전증 치료제가 유럽 5대 경제대국에 진출한다 동구바이오제약이 미국 유전자 치료제 기술 개발 기업에 약 50억원 투자를 단행한다유럽 5대 경제대국 진출 성공SK바이오팜32
2022-12-11,서울경제,신약 연구장비 붙은 빨간딱지에 한숨만바이오벤처 최악 자금난에 고사 위기
2022-12-11,서울경제,증권  국내증시 뉴스 항체 전문 A 바이오벤처는 글로벌 기술 수출에 성공하며 기업 공개IPO 시장 대어로 꼽혔다 지난해 한국거래소에
2022-12-08,머니투데이,SK바이오팜 신약 엑스코프리 성장에 주목하라상상인  머니투데이
2022-12-08,머니투데이,상상인증권이 SK바이오팜에 대한 투자의견을 매수 목표주가를 8만9000원으로 제시했다 주력 제품인 엑스코프리 수노시 다수의 신약 파이프라인이 존재하며 향후
2022-12-02,머니S,SK바이오팜 글로벌 사업 강화한다 이동훈 사장 선임  머니S
2022-12-02,머니S,SK바이오팜이 글로벌 사업 강화를 위해 이동훈 SK 바이오 투자센터장을 신임 사장으로 선임했다 2007년부터 SK바이오팜을 이끌어 온 조정우 대표이사 사장은 미래성장담당 사장을 맡는다2일 SK바이오팜에 따르면 지난달 30일 이사회를 열고
2022-12-01,@IT_CHOSUN,SK바이오팜 이동훈 SK바이오 투자센터장 신규 사장 선임
2022-12-01,@IT_CHOSUN,SK바이오팜이 이동훈 신임 사장을 선임하는 등의 내용을 담은 임원 인사를 단행했다 SK바이오팜은 30일 이사회를 개최하고 이동훈 SK 바이오
2022-12-01,팍스넷뉴스,SK바이오팜 이동훈 사장 선임  팍스넷뉴스
2022-12-01,팍스넷뉴스,글로벌 신사업 개발및 투자 주력 적임자
2022-12-08,인사이트코리아,SK바이오팜 내년 엑스코프리 글로벌시장 성장 속도에 주목
2022-12-08,인사이트코리아,인사이트코리아장원수 기자 상상인증권은 8일 SK바이오팜에 엑스코프리Xcopri 난치성 뇌전층치료제 매출성장 속도가 중요하다고 전했다 하태기 상상인증권 연구원은 SK바이오팜은 난치성 뇌전증치료제인 엑스코프리 개발을 통해 글로벌 제약사로 발돋움 중이라며 엑스코프리는 2020년 5월에 미국에 출시 미국 자회사 SK Life science가 직접 판매하고 있다라고 설명했다하태기 연구원은 유럽 판매는 LO기술이전을 통해서 파트너사가 2021년 3월에 유럽연합 집행위원회EC로 판매 승인을 받아 제품
2022-12-01,이투데이,SK바이오팜 신임 사장에 이동훈 SK바이오투자센터장 선임
2022-12-01,이투데이,이동훈 SK바이오팜 신임 사장 사진제공SK바이오팜SK바이오팜은 신임 사장으로 이동훈 SK 바이오투자센터장을 선임하는 등의 내용을 담은 임원
,,SK
,,SK      SKSK 1  SK   SK       SK  30     SK    SK
2022-12-06,포인트데일리,SK바이오팜 뇌전증 신약 세노바메이트 활약1억불 수출의 탑 수상
2022-12-06,포인트데일리,포인트데일리 이호빈 기자 SK바이오팜은 지난 5일 코엑스에서 열린 59회 무역의 날 기념식에서 1억불 수출의 탑을 수상했다고 6일 밝혔다SK바이오팜은 독자 개발한 뇌전증 혁신 신약 세노바메이트가 2021년 7월 1일부터 2022년 6월 30일까지 대미 대유럽 수출 1억 달러를 돌파했다 국내 제약사가 자체 개발한 단일 혁신 신약으로 1억불 수출의 탑을 수상한 것은 이번이 처음이다세노바메이트는2019년 미국식품의약국FDA의 시판 허가를 받아 엑스코프리XCOPRI라는 제품명으로 미국 시장에 성공적으로
2022-12-08,글로벌이코노믹,관심주 SK바이오팜 난치성 뇌전증치료제 개발로 성장 발돋움
2022-12-08,글로벌이코노믹,SK바이오팜은 난치성 뇌전증치료제인 신약 엑스코프리 개발을 통해 글로벌 제약사로 발돋움 중이라는 분석이 나왔습니다 상상인증권은 SK바이오팜이 엑스코프리 마케팅을 재정비하면서 미국내 매출액이 2021년 892억원 2022년 1700억원 2023년 2700억원대로 성장할 것으로 예상하고 SK바이오팜에 투자의견 매수와 목
2022-12-05,인더뉴스(iN THE NEWS),SK바이오팜 발작 감지 웨어러블 뇌전증 관리 향상
2022-12-05,인더뉴스(iN THE NEWS),인더뉴스 장승윤 기자SK바이오팜대표 조정우은 분당서울대병원이 지난 2일부터 6일현지시간까지 미국 테네시주 내슈빌에서 열린 미국뇌전증학회AES 2022 연례회의에 참가해 SK바이오팜이 후원한 뇌전증 증상 모니터링에 대한 선행연구 결과를 발표했다고 5일 밝혔습니다 이는 SK바이오팜이 자체 개발한 다중 생체신호 기반 웨어러블 디바이스를 이용한 첫
2022.12.01,EBN,SK바이오팜 이동훈 사장 선임글로벌 헬스케어 도약
2022.12.01,EBN,SK바이오팜이 1일 이동훈 신임 사장을 선임하는 등의 내용을 담은 임원 인사를 단행했다 글로벌 신사업 개발 투자를 통해 제2의 도약을 이루겠다는 포부다SK바이오팜은 지난달 30일 이사회를 개최하고 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사인 SK라이프사이언스의 신임 사장으로 선임했다지난 2017년부터 대표이사를 역임한 조정우
,팜이데일리,SK바이오팜 신임 사장에 이동훈 SK 바이오 투자센터장
,팜이데일리,SK바이오팜326030은 이동훈 신임 사장을 선임하는 임원 인사를 단행했다 글로벌 신사업 개발 투자를 통해 제2의 도약을 이루겠다는 포부에서다이동훈 SK바이오팜 사장 사진SK바이오팜SK바이오팜은 30일 이사회를 개최하고 이동훈 SK 바이오 투자센터
2022-12-01,연합뉴스,SK바이오팜 신임 사장에 이동훈 SK 바이오 투자센터장  연합뉴스
2022-12-01,연합뉴스,서울연합뉴스 조승한 기자  SK바이오팜326030은 지난 30일 이사회를 열어 이동훈 SK 주식회사 바이오 투자센터장을 SK바이오팜
2022-12-01,인더뉴스(iN THE NEWS),SK바이오팜 이동훈 신규 사장 선임
2022-12-01,인더뉴스(iN THE NEWS),인더뉴스 장승윤 기자SK바이오팜은 지난 30일 이사회를 개최하고 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사인 SK 라이프사이언스의 신임 사장으로 선임했다고 1일 밝혔습니다 2017년부터 대표이사를 역임한 조정우 사장은 SK바이오팜의 성장 동력을 찾을 미래성장담당으로 활동할 예정입니다 최종길 SK 바이오 투자센터 임원을 글로벌 전략
2022-12-01,100세시대의 동반자 브릿지경제,SK바이오팜 이동훈 신규 사장 선임글로벌 헬스케어 기업 도약
2022-12-01,100세시대의 동반자 브릿지경제,SK바이오팜이 이동훈 신임 사장을 선임하는 등의 내용을 담은 임원 인사를 단행했다 글로벌 신사업 개발괴 투자를 통해 제2의 도약을 이루겠다는 포부다SK바이오팜은 지난 달 3
2022-12-01,메디칼업저버,SK바이오팜 SK 바이오 이동훈 투자센터장 신규 사장 선임
2022-12-01,메디칼업저버,메디칼업저버 손형민 기자 SK바이오팜은 이동훈 신임 사장을 선임하는 등의 내용을 담은 임원 인사를 단행했다 글로벌 신사업 개발 투자를 통해 제2의 도약을 이루겠다는 포부다SK바이오팜은 30일 이사회를 개최하고 SK 바이오 이동훈 투자센터장을 SK바이오팜 미국 자회사인 SK 라이프사이언스의 신임 사장으로 선임했다 2017년부터 대표이사를 역임한 조정우 사장은 SK바이오팜의 성장 동력을 찾을 미래성장담당으로 활동할 예정이다 최종길 SK 바이오 투자센터 임원을 Global 전략본부장으로 선임하는 등의 임원 인사를
2022-12-01,비즈니스포스트,SK바이오팜 사장에 SK 바이오투자센터장 이동훈 확장전략 쓰겠다
2022-12-01,비즈니스포스트,비즈니스포스트 SK바이오팜 신임 사장에 이동훈 SK 바이오투자센터장이 선임됐다SK바이오팜은 30일 이사회를 개최하고 이동훈 센터장을 SK바이오팜 미국 자회사 SK 라이
,µðÁöÅÐÅ¸ÀÓ½º,SK
,µðÁöÅÐÅ¸ÀÓ½º,SK  SK   SK    SK
2022-12-01,아주경제,SK바이오팜 이동훈 신임 사장 선임 글로벌 투자 확대  아주경제
2022-12-01,아주경제,SK바이오팜이 수장 교체를 단행하고 공격적인 경영 행보를 예고했다SK바이오팜은 지난 11월30일 이사회를 열고 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사 SK라이프사이언스의 신임 사장으로 선임했다고 1일 밝혔다2017년부터 대표이사를 역임한 조정
,노컷뉴스,SK바이오팜 신임 사장에 이동훈 SK주 바이오센터장
,노컷뉴스,SK바이오팜은 30일 이사회를 개최하고 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사인 SK 라이프사이언스의 신임 사장으로 선임했다고 1일 밝혔다 신임 사장은 글로벌 회계법인인 KPMG 제약사
2022-11-23,머니S,SK바이오팜 항암제 후보물질  FDA 희귀의약품 지정  머니S
2022-11-23,머니S,SK바이오팜이 미국 식품의약국FDA으로부터 항암제 후보물질 연구개발을 지원받는다SK바이오팜은 지난 22일 표적항암제 후보물질 SKL27969가 FDA로부터 희귀의약품으로 지정받았다고 23일 밝혔다희귀의약품으로 지정되면 허가기관의 비용과 임
,ìì¸ì ë¬¸,SK   4
,ìì¸ì ë¬¸,CC     11   CEO          1   SK 2023
2022-12-01,매일일보,SK바이오팜 이동훈 SK 바이오 투자센터장 신규 사장 선임
2022-12-01,매일일보,매일일보 이용 기자 SK바이오팜은 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사인 SK 라이프사이언스의 신임 사장으로 선임했다고 1일 밝혔다2017년부터 대표이사를 역임한 조정우 사장은 SK바이오팜의 성장 동력을 찾을 미래성장담당으로 활동할 예정이다 최종길 SK 바이오 투자센터 임원을 Global 전략본부장으로 선임하는 등의 임원 인사를 단행했다고 전했다이 신임 사장은 글로벌 회계법인인 KPMG 제약사 SK 바이오 투자센터에서 근무하며 다수의 글로벌 신약 사업 개발과 글로벌 바이오 투자 딜을 수행
2022-12-01,국제뉴스,인사 SK그룹
2022-12-01,국제뉴스,SK그룹이 2023년 조직개편 임원인사를 단행했다1일 공개된 임원인사에 따르면 SK는 이번인사에서 이성형 최고재무책임자CFO 사장 승진시켰다이어 바이오 투자센터와 그린 투자센터 디지털 투자센터 재무부문 등에서 임원 총 10명을 신규 선임했다SK이노베이션은 SK엔무브 사장에 박상규 SK네트웍스 총괄사장을 선임하고 SK아이이테크놀로지 사장에 김철중 SK이노베이션 포트폴리오부문장을 승진 발령했다SK바이오팜은 지난달 30일 이사회를 열어 이동훈 SK 주식회사 바이오 투자센터장을 SK바이오팜 미국 자회사 SK라이프사이언
,,SK바이오팜 이동훈 SK 바이오 투자센터장 신규 사장 선임
,,SK바이오팜이 이동훈 신임 사장을 선임하는 등의 내용을 담은 임원 인사를 단행했다고 2일 밝혔다SK바이오팜은 지난달 30일 이사회를 개최하고 이동훈 SK 바이오 투자센터장을 SK바이오팜 미국 자회사인 SK
,메트로신문,SK바이오팜 국내 최초 단일 신약으로 1억불 수출의 탑 수상
,메트로신문,SK바이오팜이 5일 서울 삼성동 코엑스에서 열린 59회 무역의 날 기념식에서 1억불 수출의 탑을 수상했다 국내 제약사가 자체 개발한 단일 혁신 신약으로 1억불 수출의 탑을 수상한 것은 이번이 처음이다 SK바이오팜은 독자 개발한 뇌전증 혁신 신약 세노바메이
,대한경제,SK바이오팜 이동훈 SK 바이오 투자센터장 신규 사장 선임
2022-12-02,세계일보,전문경영인 체제에 무게 변화보다 안정 꾀한 SK그룹
2022-12-02,세계일보,SK그룹 사장단 인사가 1일 계열사별로 실시됐다  올해 SK그룹 인사에선 기존 부회장과 CEO들 대부분이 유임됐다 대외 경영 환경 불확실성 속에 능력 중심의 전문경영인 체제에 무게를 두면서 변화보단 안정을 꾀한 결과로 풀이된다SK그룹 최고 의사협의기구인 SK수펙스추구협의
2022-11-14,매일경제,SK바이오팜 표적항암 신약 눈길국가신약개발사업 과제 선정  매일경제
2022-11-14,매일경제,SK바이오팜은 자체 개발하는 표적항암 혁신 신약 SKL27969가 국가신약개발사업 과제로 선정됐다고 밝혔다 국가신약개발사업은 정부가 미충족 의료 수요가 높은 분야 치료제 개발을 촉진하기 위해 제약바이오 기업학교 연구소 병원 등의 신약 개발을 독려하는 범부처 국가 RD 지원 사업이다 협약으로 SK바이오팜은 SKL27969의 미국 임상
2022-11-23,서울경제,SK바이오팜 표적항암제  FDA 희귀의약품 지정
2022-11-23,서울경제,SK바이오팜326030이 자체 개발 중인 표적항암제 후보물질 SKL27969가 미국 식품의약국FDA 희귀의약품에 지정됐다 23일
2022-11-28,newsis,SK바이오팜 207억원 규모 의약품 공급 계약 체결
2022-11-28,newsis,서울뉴시스 최현호 기자  SK바이오팜은 SK라이프사이언스SK Life Science와 207억5919만원 규모의 의약품 공급 계약을 체결했다고 28일 공시했다
2022-11-14,연합뉴스,SK바이오팜 표적항암 신약 국가신약개발사업 과제 선정  연합뉴스
2022-11-14,연합뉴스,서울연합뉴스 조승한 기자  SK바이오팜326030은 자체 개발 표적항암신약 SKL27969가 국가신약개발사업 과제로 선정돼 협약을
2022-12-01,미래를 보는 신문 - 전자신문,프로필이동훈 SK바이오팜 사장
2022-12-01,미래를 보는 신문 - 전자신문,이동훈  SK바이오팜 사장 1968년생 서울대경영학 학사 오하이오 주립대학교 MBA 2001 삼정KPMG 투자자문 본부장전무 2012 동아제약 사업개발실 실장전무 2013 동아쏘시오홀딩스 대표이사 부사장 2
,mbnmoney.mbn.co.kr,SK     SK
,mbnmoney.mbn.co.kr,SK    SK
,,연일 ESG 강화 외치는 제약바이오 성적표는 아직 초라  약사공론
,,국내 제약바이오 기업들이 ESG 경영 강화를 위해 힘쓰고 있으나 아직 업계에 비해 좋은 성적을 받지는 못한 것으로 나타났다 A 이상의 높은 등급은 일부 업체에 쏠려 있었으며 환경 분야에서는 대부분 낮은
2022.11.30,EBN,SK바이오팜 흑자가 보인다세노바메이트 성장궤도
2022.11.30,EBN,SK바이오팜의 뇌전증 신약 세노바메이트미국 제품명 엑스코프리의 본격적인 처방 건수 증가로 내년 하반기 분기 흑자 전환이 예상되는 가운데 세노바메이트의 높은 효능을 바탕으로 향후 장기 성장성에 대한 고무적인 평가가 나오고 있다30일 바이오업계에 따르면 그간 코로나19로 인해 어려웠던 미국 대면 영업 환경이 개선되며 세노바메이트가 본격적인 성장궤도
2022-11-17,ë´ì¤1,SK     CES
2022-11-17,ë´ì¤1,1
2022-12-02,포쓰저널,SK그룹 안정 세대 교체 인사
2022-12-02,포쓰저널,포쓰저널 SK그룹이 핵심 전문경영인인 부회장단을 유임시키면서 그룹 최고 의사협의기구인 SK수펙스추구협의회 위원장 7명 4명의 부회장을 사장급으로 교체했다CEO최고경영자는 지난해 SKC만 교체하고 전원 유임시켰던 달리 신사업 분야 계열사 CEO를 대거 교체했다사장은 지난해보다 2명 늘어난 8명을 새로 발탁했다 SK그룹은 1일 계열사별로 인사를 발표했다이번 인사에선 김준61 SK이노베이션 대표이사 부회장 박정호59 SK하이닉스 대표이사 부회장 SK텔레콤 부회장 박성욱64 SK하이닉스 부회
2022-12-01,뉴스웨이,SK그룹 안정 변화 택했다수펙스계열사 사장 교체종합  뉴스웨이
2022-12-01,뉴스웨이,최태원 SK그룹 회장이 2023년 임원 인사 조직개편을 통해 안정 변화를 꾀했다 기존 부회장단과 주요 계열사 최고경영자CEO가 대부분 유임된 가운데 능력주의성과주의 기조를 이어간 것으로 분석된다 그룹 계열사에서 8명의 사장 승진자가 나왔으며 일부 계열사는 최고경영자CEO를 맞교체하며 변화를 줬다 SK CC SK네트웍스 SK바이오팜 SK아이이테크놀로지의 신임 대표이사가 선임됐다 수펙스 조대식 의장
2022-11-17,이투데이,SK바이오팜 국내 제약사 최초  CES 2023 혁신상 수상
2022-11-17,이투데이,사진제공SK바이오팜SK바이오팜은 자체 개발한 웨어러블 디바이스 제로 글래스Zero Glasses와 제로 와이어드Zero Wired가 CES 2023 혁
2022-11-17,데일리한국,SK바이오팜 국내 제약사 최초 CES 2023 혁신상 수상
2022-11-17,데일리한국,데일리한국 홍정표 기자 SK바이오팜은 자체 개발한 웨어러블 디바이스 제로 글래스Zero Glasses와 제로 와이어드Zero Wired가 CES 2023 혁신상을 수상했다고 17일 밝혔다세계 최대 IT 기술 박람회인 CES 2023은 내년 1월 58일현지시간 미국 라스베이거스에서 열릴 예정으로 개최에 앞서 혁신상 대상자를 발표했다SK바이오팜은 국내 제약사 최초로 디지털 헬스 부문에서 CES 혁신상을 받는 쾌거를 이뤘다 CES 혁신상은 CES 주최사인 미국소비자기술협회CTA가 기술성 심미성 혁신성
2022-11-14,머니투데이,SK바이오팜 항암 신약 국가신약개발사업 과제 선정  머니투데이
2022-11-14,머니투데이,SK바이오팜은 자체 개발 중인 표적항암 혁신신약 SKL27969가 국가신약개발사업 과제로 선정됐다고 14일 밝혔다 국가신약개발 사업은 정부가 미
2022-11-17,헤럴드경제,SK바이오팜 웨어러블기기로 제약사 첫 CES 혁신상
2022-11-17,헤럴드경제,SK바이오팜사장 조정우이 복합 생체신호를 측정하는 웨어러블기기로 CES 2023 혁신상을 수상했다 대상은 자체 개발한 제로 글래스사진와 제로 와이어드 제품 제로 글래스는 일상생활에서 사용할 있도록 안경 디자인이 적용됐다 스마트폰에 연결해 사용하는 유선형 제로 와이어드는 뇌파심전도움직임 복합 생체신호를 측정할 있는 장치다 SK바이오팜이 자체 개발 제로 앱을 통해
2022-11-17,한국경제TV,SK바이오팜 뇌전증 발작 탐지기로 제약사 최초 CES 혁신상
2022-11-17,한국경제TV,SK바이오팜은 자체 개발한 기기 제로 글래스TMZero GlassesTM와 제로 와이어드TM Zero WiredTM가 CES 2023 혁신상CES 2023 Innovation Awards을 수상했다고 17일 밝혔다 CES는 내년 1월 5일부터 8
2022-11-28,핀포인트뉴스,SK바이오팜 207억원 규모 의약품 공급계약 체결주가 상승
2022-11-28,핀포인트뉴스,핀포인트뉴스 엄현식 기자 SK바이오팜이 28일 SK Life Science와 의약품 공급계약을 체결했다고 공시했다 공시에 따르면 계약금액은 207억5919만원으로 이는 매출액 대비 496에 해당하는 규모이다 계약기간은 2022년 11월 28일부터 2023년 2월 28일까지다회사 측은 계약에 당사의 뇌전증 치료 신약 세노바메이트의 미국시장 판매를 위해 당사 미국 현지 법인인 SK Life Science 제품을 공급하는 계약으로 연결재무제표 기준 매출로는 잡히지 않는 내부거래라고 전했다한편 이날 오후 2시 2
2022-11-14,머니투데이,희귀병부터 항암제까지제2 세노바메이트 찾는 SK바이오팜  머니투데이
2022-11-14,머니투데이,SK바이오팜이 글로벌 블록버스터판매효과가 막대한 의약품 문턱에 선 뇌전증 신약 세노바메이트의 뒤를 잇는 신약 발굴에 속도를 낸다 희귀 난
,팜이데일리,의약품 직접판매 K바이오 장단점은
,팜이데일리,국내 제약바이오 기업의 신약 개발 성과가 두드러지면서 상업화 승인 의약품 판매 방식에도 관심이다 과거에는 국내 브랜드만으로는 현지 시장을 뚫기 어려워 해외 파트너사와 손잡고 진출하는 것이 일반적이었다 최근에는 미국유럽 등에서 브랜드 인지도가 높아지면
,,SK CES 2023
,,SK    SKSK 17           CES 2023     CES   CES   CTA
2022-11-14,아시아경제,SK바이오팜 항암신약 SKL27969 국가신약개발사업 과제 선정
2022-11-14,아시아경제,SK바이오팜은 자체 개발 중인 표적항암 혁신신약 SKL27969가 국가신약개발사업 과제로 선정됐다고 14일 밝혔다 이에 SK바이오팜은 SKL27969의 미국 임상 1상 연구 비임상 연구를 2년간 지원받을 SKL27969는 전임상에서 우수한 약효 임상시험 진행에 충분한 약물성 안전성을 가진 것으로 확인됐다고 회사 측은 설명했다 SK바이오팜은 지난 1월 미국 식품의약국FDA로
2022-11-14,@IT_CHOSUN,SK바이오팜 표적항암 혁신신약 국가신약개발사업 과제 선정
2022-11-14,@IT_CHOSUN,SK바이오팜은 자체 개발 중인 표적항암 혁신신약 SKL27969가 국가신약개발사업 과제로 선정돼 협약을 체결했다고 14일 밝혔다국가신약개발
,뉴스핌,SK바이오팜 국내 제약사 최초  CES 2023 혁신상 수상
,뉴스핌,서울뉴스핌 방보경 인턴기자  SK바이오팜이 자체 개발한 웨어러블 디바이스 제로 글래스TM와 제로 와이어드TM가 CES 2023 혁신상을 받았다CES는 내년 1월 5일부터 8일까지 미국 라스베이거스에서 열리는 세계 최대 IT 기술 박람회로 개최
2022-11-14,한국일보,SK바이오팜 표적항암 혁신 신약 연구 2년 국가 지원받는다
2022-11-14,한국일보,SK바이오팜은 회사가 자체 개발 중인 뇌종양 뇌전이암 대상 표적항암 신약 SKL27969가 국가신약개발 사업 과제로 뽑혔다고 14일 밝혔다 국가신약개발 사업은 정부가 미충족 의료 수요가 높은 분야의 치료제 개발을 장려하기 위해 제약바이오 기업과 학교 연구소 병원 등의 신약 개발을 독려하는 범부처 국가 연구개발RD 지원 사업이다 SK바
2022-12-02,데일리임팩트,SK의 전략적 선택미래가치 요구 강해졌다
2022-12-02,데일리임팩트,데일리임팩트 변윤재 기자 최태원 SK그룹 회장이 조직 재정비를 통해 새로운 룰을 만든다 앞서 최 회장은 그동안 패스트팔로어fast follower 전략으로 선진국에 진입했지만 더는 전략을 쓰기는 어렵다 시스템 안에 새로운 룰을 만들어가야 미래를 개척할 있다고 강조했다 이에 사업 철수와 최악의 시나리오를 상정해 비상경영체제를 지속하는 한편 미래 성장을 위한 전략적 투자를 지속돼야 한다고 거듭 역설해왔다 1일 단행된 SK그룹의 인사에서 최 회장의 구상이 반영됐다는 평가다 변화는 계속
2022-11-23,머니투데이,SK바이오팜 첫 항암신약 미국 희귀의약품 지정  머니투데이
2022-11-23,머니투데이,SK바이오팜이 자체 개발 중인 표적항암 혁신신약 SKL27969가 미국 식품의약국FDA의 희귀의약품Orphan Drug
2022-12-05,MTN,SK케미칼 마더스제약과 아세리손 독점 판매유통
2022-12-05,MTN,SK케미칼은 마더스제약과 아세리손 독점 판매유통 계약을 체결했다고 5일 밝혔다아세리손정은 비스테로이드성 소염진통제NSAIDs 아세클로페낙 성분과 근이완제 에페리손 성분
2022-11-14,한경닷컴,SK바이오팜 표적항암 신약 국가신약개발사업 과제 선정
2022-11-14,한경닷컴,SK바이오팜 표적항암 신약 국가신약개발사업 과제 선정 2년 간 1상 전임상 지원
2022-11-17,비즈니스포스트,SK바이오팜 CES 혁신상 받아 의료용 웨어러블기기 2종 자체 개발
2022-11-17,비즈니스포스트,비즈니스포스트 SK바이오팜이 건강을 관리하는 전자기기를 개발해 해외 전시회에서 높은 평가를 받았다SK바이오팜은 17일 자체 개발한 웨어러블기기 제로 글래스
,NewsTomato,SK바이오팜 항암신약 국가신약개발사업 과제 선정
,NewsTomato,SK바이오팜326030은 자체 개발 중인 표적항암 혁신신약 SKL27969가 국가신약개발사업 과제로 선정됐다고 14일 밝혔다 국가신약개발 사업은 정부가 미충족 의료 수요가 높은 분야의 치료제 개발을 촉진하기 위해 제약바이오기업 학교 연구소 병원 등의 신약개발을 독려하는 범부처 국가 RD 지원 사업이다 SK바이오팜은 선정으로 SKL2796의 미국 임상시험 1상 연구 비임상 연구를 2년간 지원받을 SK바이오팜은 지난 1월 미국 식품의약국FDA에게 SKL27969의 임상 12상 계획IND을 승인받았으며 뇌종양 뇌전이암 대상 계열 최고BestinClass 약물을 목표로 개발하고 있다 SK바이오팜은 과제 선정을 계기로 임상 1상 연구를 가속화할 방침이다 SK바이오팜 관계자는 임상 개발을 담당하는 미국 자회사인 SK라이프사이언스와 진행성 고형암 환자에 대한 투약 안전성 내약성을 확인할 계획이라며 교모세포종 비소세포폐암 삼중음성유방암 등의 환자에서 예비 항암 효과를 확인하는 항암 전문 네트워크 확대를 목표로 있다고 말했다 한편 SK바이오팜은 오는 1620일 미국 플로리다 탬파베이에서 개최되는 세계 최대 신경종양학회Society for NeuroOncology에 참가해 뇌종양 뇌전이암 동물 모델에서 SKL27969의 우수한 뇌 투과성 항암 효과에 발표한다 동지훈 기자 jeehoonetomatocom
2022-12-01,중앙일보,SK 인사 키워드는 안정주요 계열사 수장 대부분 유임  중앙일보
2022-12-01,중앙일보,장동현 SK 부회장과 김준 SK이노베이션 부회장 유정준 SK ES 부회장 박정호 SK하이닉스 부회장 그룹의 핵심 경영진은 유임됐다 안재현 SK디스커버리 사장이 SK케미칼 사장으로 전광현 SK케미칼 사장은 SK디스커버리 사장으로 서로 맞교대했다 투자 전문회사인 SK스퀘어의 신임 최고경영자CEO로 박성하 SK CC 대표가 선임됐다
2022-12-02,www.donga.com,SK그룹 안정속 미래 대비 MA 전략통 전진배치
2022-12-02,www.donga.com,SK그룹이 불확실성이 높아진 대내외 경제 여건을 고려해 안정을 중심으로 사장단 임원 인사를 단행했다 주요 부회장단을 유임하는 기존 조직체계의 큰 틀을 유지하는
2022-11-14,이뉴스투데이,SK바이오팜 표적항암 혁신신약 국가신약개발사업 과제 선정
