date,company,text
2022-12-02,newsis,서울뉴시스황재희 기자  한국바이오협회는 주한 호주대사관 무역투자대표부와 호주 연방과학산업연구기구 CSIRO 10여개 연구기관을 초대해 국내 바이오 생산시설을 견학하며 상호 연구협력 방안을 모색했다고 2일 밝혔다
2022-12-08,비즈니스워치,제약바이오  바이오벤처에 투자한 까닭은
2022-12-08,비즈니스워치,국내 제약바이오 기업들이 해외 투자에 눈을 돌리고 의약품 내수 시장은 한계에 다다랐고 글로벌 진출이 중요한 시점에서 미국 바이오벤처 투자를 통해 해외 진출의 문턱을 낮춰보려는 전략이다  동아에스티 뉴로보
,뉴스투데이,오늘의 인사  12월 9일 과학기술정보통신부보건복지부삼성웰스토리삼성바이오로직스삼성바이오에피스
,뉴스투데이,뉴스투데이뉴스팀  과학기술정보통신부  과장급 전보  과학기술안전기반팀장 김형수  보건복지부  국장급 채용  장관정책보좌관 성종호  삼성웰스토리  부사장 승진  김헌  상무 승진  구선모 박신협  삼성바이오로직스  상무 승진  손보연  조
2022-12-05,MBC NEWS,코스피 약보합 마감 2410선삼성바이오 하락세 지속
2022-12-05,MBC NEWS,월요일 장 코스피가 미국과 중국의 경제 불확실성에 장 초반 혼조세를 나타내더니 약보합으로 거래를 마쳤습니다 외국인과 기관이 거래일에 이어 오늘도 매도세를 보였고
,조선비즈,환경 취약성 드러난 제약바이오 업계ESG A등급도 온실가스 배출 늘었다
,조선비즈,환경 취약성 드러난 제약바이오 업계ESG A등급도 온실가스 배출 늘었다 제약바이오기업 99곳 76곳 환경경영 낙제 A등급 삼성바이오로직스SK바이오사이언스 유일 온실가스 배출 지속 늘어다른항목으로 상쇄 온실가스 배출량 환산 표기로 감축 눈속임 지적도
2022-11-28,파이낸셜뉴스,삼전삼바SDI 삼성그룹 톱3에 집중 투자
2022-11-28,파이낸셜뉴스,조정장에서 퇴직연금계좌의 주식 비중을 최대한 확대하고 싶은 투자자에게 좋은 대안이 될 것이다 KB자산운용이 29일 새로 선보이는 상장지수펀드ETF 얘기다  28일 KB운용에 따르면 KB STAR 삼성그룹Top3채권혼합블룸버그 ETF는 삼성전자 삼성바이오로직스 삼성SDI에 20 10 10를 투자한다
2022-12-05,한국경제TV,JP모건 헬스케어 컨퍼런스 K바이오 초청 시큰둥
2022-12-05,한국경제TV,내년 1월 초 미국 샌프란시스코에서 개최되는 JP모건 헬스케어 컨퍼런스에서 국내 제약바이오 기업들의 초청이 예전과 달리 크게 줄어든 것으로 확인됐다  대형 제약사와 바이오업체들은 현장에서 다국적
,mbnmoney.mbn.co.kr,Top5 LGSK
,mbnmoney.mbn.co.kr,1200203 6400    LG
2022-12-01,ë´ì¤1,K   1  7 2
2022-12-01,ë´ì¤1,1
2022-12-10,머니투데이,LG전자현대차 다 있는데삼성전자 다우존스 지속가능경영지수 빠진 이유  머니투데이
2022-12-10,머니투데이,LG전자와 현대자동차 주요 기업들이 2022 다우존스 지속가능경영지수DJSI 월드 지수에 꾸준히 이름을 올렸다 삼성전자는 올해도 이름을 올리지 않았다10일
2022-12-05,데일리한국,불황이 뭔가요제약바이오 실적 신기록 쏟아진다
2022-12-05,데일리한국,데일리한국 최성수 기자올해가 달도 채 남지 않은 가운데 국내 제약바이오 업계가 가파른 성장세를 계속 이어가면서 사상 최대 실적을 경신하는 기업들이 쏟아질 전망이다5일 금융정보업체 에프앤가이드에 따르면 삼성바이오로직스의 연결기준 올해 매출 컨센서스증권사 추정치 평균는 2조7208억원이다 지난해 대비 735 늘어날 것이라는 전망이다이미 삼성바이오로직스는 분기까지 누적19월 매출이 2조358억원을 기록 창립 처음으로 2조원을 넘겼다이 실적은 지난 4월 인수가 마무리된 삼성바이오에피스에피스가
,,연일 ESG 강화 외치는 제약바이오 성적표는 아직 초라  약사공론
,,국내 제약바이오 기업들이 ESG 경영 강화를 위해 힘쓰고 있으나 아직 업계에 비해 좋은 성적을 받지는 못한 것으로 나타났다 A 이상의 높은 등급은 일부 업체에 쏠려 있었으며 환경 분야에서는 대부분 낮은
2022-11-25,일요신문 ,삼성바이오로직스 ESG 종합평가 2년 연속 A등급 획득
2022-11-25,일요신문 ,일요신문 삼성바이오로직스가 한국ESG기준원KCGS에서 발표한 2022년 상장기업 ESG 평가 등급 공표결과에서 2년 연속 종합평가 A등급을 획득했다삼성바이오로직스 ESG 보고서 표지 사진삼성바이오로직스 제공25일 삼성바이오로직스에 따르면 평가에서 ESG 추진 성과를 반영한 보고서 발간 취약 부문 개선 등을 통해 사회적책임경영
2022-12-05,인천일보,21세기에 전기 없어 반도체바이오 경쟁 뒤처지나
2022-12-05,인천일보,인천 송도국제도시가 전력 공급에 발목이 잡히며 반도체 바이오 세계 무한 경쟁에서 뒤처질 위기에 놓였다 반도체 바이오 송도에 신증설을 요구한 시설 상당수가 전력 공급 허가를 받지 못한 상태로 2026년 이후 이들 대공장뿐 인근 주거지역까지 전력 공급에 차질이 빚어질까 노심초사다 뚜렷한 해결책인 39신송도변전소39 설치는 정부와 지자체 관련 기관의 안일한 태도로 기약 없이 늦춰지고 송도 반도체바이오 증설 전력 부족에 아우성지난 2020년 6월부터 지난달까지 한국전력에 전력 공급을
2022-12-08,메디소비자뉴스,제약바이오 주식 글로벌 RD 장단 맞추는 기업에 투자
2022-12-08,메디소비자뉴스,제약바이오 업종이 코로나 수혜에서 벗어나 장기간 조정 국면 이어져 왔으나 최근 대형사들의 양호한 실적 성장에 상대적 강세 흐름 유지하면서 내년에도 의약품 수요는 견조할 것이라는 전망이 나왔다대신증권 임윤진 연구원은 8일 보고서를 통해 2023년 글로벌 경기 침체 우려 필수소비재인 의약품의 수요는 견조할 전망이라면서 2023년은 가시적 실적 성장과 중장기 RD 모멘텀을 고려한 투자전략이 유효하다고 조언했다보고서에 따르면 우호적 원달러 영향 항체의약품 시장 성장에 CMO 기업의 호실적 전망된다
2022-11-29,newsis,국내 제약바이오 ESG 취약환경 분야 특히 열세
2022-11-29,newsis,서울뉴시스황재희 기자  국내 제약바이오 업계가 기업의 사회환경적 활동까지 고려해 기업의 성과를 측정하는 기업성과지표인 ESG환경사회지배구조 부문에서 취약한 것으로 드러났다
2022-12-09,핀포인트뉴스,투자주체 매매동향 외국인투자자 삼성SDILG화학NAVER 순매수 상위권
2022-12-09,핀포인트뉴스,핀포인트뉴스 한강희 기자 9일 한국거래소에 따르면 이날 외국인투자자들은 유가증권시장에서 삼성SDI 주식을 집중 매수한 것으로 나타났다외국인투자자들은 이날 삼성SDI 주식을 418억원6만주 집중 매수하면서 순매수 1위를 기록했다뒤를 이어 LG화학 156억원 NAVER 130억원을 사들이며 순매수 상위권에 이름을 올렸다반면 LG에너지솔루션 SK하이닉스 신한지주 등은 처분했다다음은 외국인과 기관 개인투자자들의 시장별 순매수 순매도 상위종목이다외국인 유가증권시장 순매수 상위 종목삼성SDI 418억원
2022-11-24,이데일리,삼성바이오로직스 내년 CDMO 고성장5공장 건설 기대유안타
2022-11-24,이데일리,유안타증권은 24일 삼성바이오로직스207940에 내년 위탁개발생산CDMO 사업의 높은 성장세가 이어지는 가운데 바이오시밀러 사업이 추가적인 성장 변수가 될 것으로 전망했다 이에 투자의견 매수 목표주가 112만원을 유지했다 상승여력은 26이며
2022-11-11,newsis,삼성바이오로직스 WHO 인력양성 허브 교육 동참
2022-11-11,newsis,서울뉴시스황재희 기자  삼성바이오로직스는 세계보건기구WHO 인력양성 허브 교육생을 대상으로 인천 송도 본사에서 백신바이오의약품 생산 공정 교육을 실시했다고 11일 밝혔다
2022-12-06,핀포인트뉴스,삼성전자 LG에너지솔루션 LG화학 현대차 휘청삼성바이오로직스 삼성SDI 상승
2022-12-06,핀포인트뉴스,핀포인트뉴스 이경선 기자  코스피가 기관과 외국인의 매도세에 밀려 약 달만에 2300선까지 떨어져 하락 마감했다6일 코스피는 거래일241932보다 2616포인트108 내린 239316에 장을 마쳤다 이날 코스피는 장 시작부터 239770으로 거래일보다 089 내린 상태로 출발했다 이후 오전 9시10분께 2400선을 넘었으나 오후 들어 2400선 내외를 넘나들었고 2300선에서 장을 마감했다코스피지수가 2300선에서 장을 마친 건 지난달 8일 이후 약 한달 만이다김석환
2022-12-07,스트레이트뉴스,코로나19겨울독감 트윈데믹 주의보 분주해진 제약바이오
2022-12-07,스트레이트뉴스,11월 말부터 날씨가 매우 추워지면서 독감 환자가 증가할 것으로 예상된다 여기에 코로나19까지 재유행 기미를 보이면서 정부와 제약바이오업계가 트윈데믹에 대비하고 트윈데믹이란 비슷한 2개의 질병이 유행하는 상황으로 현재는 코로나19와 독감의 동시 유행을 뜻한다질병관리청에 따르면 3년 만에 독감유행주의보가 발령됐다 질병관리청에 따르면 지난 11월 6일부터 12일까지 독감으로 추정된 외래 환자 수는 1000명 당 132명으로 10월 30일부터 11월 5일까지의 환자 수인 112명보다 18가량 증가했다이는 올
2022-12-06,비즈니스포스트,데스크리포트 12월 제약바이오 매출 2조 시대 범정부 컨트롤타워 필요
2022-12-06,비즈니스포스트,최근 국회는 제약산업 육성 지원에 특별법제약산업법 개정안을 발의했다개정안은 제약바이오산업의 육성지원 정책을 통합 관리하는 컨트롤타워의
,아시아타임즈,마켓Q 계열사 임원 대출 삼성증권 증선위서 과징금 332억이복현이 상정 요구
,아시아타임즈,2020년 박용진 민주당 의원 의혹 제기 금융위서 제재 확정 삼성물산제일모직 합병 2년 이뤄져 아시아타임즈김지호 기자 이복현 금융감독원장이 삼성증권의 삼성바이오에피스 삼성그룹 계열사 임원에 대한 신용공여 금지 위반에 철퇴를 내렸다 6일 금융당
2022-12-09,톱스타뉴스,기관외국인 사자에 코스피 08 올라 2380대 마감기관 순매수 상위 종목은 삼성전자네이버SK하이닉스셀트리온카카오
2022-12-09,톱스타뉴스,연합뉴스에 따르면 코스피가 9일 기관과 외국인의 동반 순매수 덕에 6거래일 만에 상승 마감했다이날 코스피는 전장보다 1796포인트076 오른 238904로 장을 마쳤다지수는 전장보다 1165p049 오른 238273으로 출발해 장 초반 하락 전환했다가 2380대로 올라서 상승 폭을 키웠다유가증권시장에서 기관이 4천77억원 외국인이 989억원을 순매수하며 지수 상승을 이끌었다 이달 들어 코스피 매도를 이어갔던 외국인은 6거래일 만에 순매수로 전환했다 반면 개인은 5천83억원을 순매도했다
2022-12-09,초이스경제,반도체지수 급등 이어삼성전자  SK하이닉스 상승 출발
2022-12-09,초이스경제,초이스경제 이영란 기자 9일 코스피 지수가 상승 출발한 가운데 삼성전자 LG에너지솔루션 삼성바이오로직스 SK하이닉스 시가총액 상위주들은 엇갈린 흐름을 보이고 지난밤 미국증시는 상승했고 필라델피아 반도체 지수도 큰 폭의 오름세로 마감했다한국거래소에 따르면 오전 9시 2분 현재 삼성전자는 전일 대비 101 상승한 5만9800원 SK하이닉스는 114 오른 7만9700원에 거래 중이다 전날 종목은 051 상승 013 하락으로 엇갈린 가운데 외국인들은 삼성전자 46만주 SK하이닉스 53만주
,mbnmoney.mbn.co.kr,Top5 LGSKSDI
,mbnmoney.mbn.co.kr,300051 59200    LG
2022-12-06,비즈니스포스트,데스크리포트 12월 삼성전자의 기업 MA보다 이재용에게 중요한
2022-12-06,비즈니스포스트,비즈니스포스트이재용 삼성전자 회장은 우리나라 재계에서는 시대의 막내에 해당한다고 볼 사익을 추구하던 일그러진 재벌 체제를 향한 사회적 차원의
2022-12-01,비즈니스워치,안갯속 제약바이오신약 개발 선택과 집중 필요
2022-12-01,비즈니스워치,내년에도 자금 조달 리스크와 비용 증가 등으로 제약바이오 기업들의 어려움은 계속될 것으로 보인다 신약 파이프라인에 대한 과감한 선택과 집중이 필요한 시점이다  서근희 삼성증권 헬스케어팀 수석연구위원은 1일 인천 송
2022-12-06,이코노뉴스,코스피 기관과 외인 매도에 하락 마감삼성SDI 삼성바이오로직스 상승 VS 네이버 삼성전자 LG화학 하락
2022-12-06,이코노뉴스,이코노뉴스이준우 기자 코스피가 기관과 외인의 매도에 하락 마감했다 6일 한국거래소에 따르면 이날 코스피 지수는 거래일보다 1082616포인트 하락한 239316에 거래를 마쳤다유가증권시장에서 개인은 3795억원을 순매수했지만 기관은 3079억원 외국인은 957억원을 순매도하면서 지수를 끌어내렸다 시가총액 상위 10개 종목은 삼성SDI129 삼성바이오로직스06 보합 마감한 SK하이닉스를 하락 마감했다NAVER313 삼성전자182 LG화학144
,NewsTomato,영상3고 내년까지 간다제약바이오 전망 안갯속
,NewsTomato,올해 1189원으로 시작한 환율은 1441원까지 급등했고 매월 금리 상승으로 기준금리는 325로 결정됐다 11월 소비자물가지수는 10921로 전년 동기 대비 57 크게 상승해 3고고환율고금리고물가 상황이다 이같은 3고는 올해 뿐만이 아닌 내년에도 제약 바이오산업에 상당한 영향을 미칠 것으로 전망된다 5일 한화투자증권003530이 발간한 3 2023 연간전망 리포트에 따르면 고환율은 기업의 가격 경쟁력을 높여 수출 증가로 이어진다 원자재 가격 급등으로 이점을 활용하지 못하고 있다 제약바이오 기업이 환율에 영향을 받는 부분은 제품 수출과 원료의약품 수입이다 의약품의 수출은 2017년 41억 달러에서 지난해 99억 달러로 연평균 246 성장했다 지난해 기준 바이오의약품의 수출액은 61억 달러로 전년 동기 대비 237 크게 상승했다 미국 달러화 사진뉴시스 원료의약품은 지난해 기준 국내 자급도가 244에 불과해 756를 중국 인도에서 수입하고 지난해 기준 생산된 원료의약품은 32조원으로 생산된 완제의약품 222조원의 143에 불과해 원료의약품 환율상승분은 영향이 제한적이다 삼성바이오로직스 위탁개발생산CDMO 사업의 원재료는 품질관리 등의 사유로 고객사가 지정하거나 확인한 거래처를 통해 구매가 이뤄지며 구매한 원재료 부대비용은 고객사가 사전 또는 사후 정산환급하기 환율 변동 위험이 제한적이다 원료의약품은 대부분 수입으로 구성되나 원료 구입비용이 20 미만으로 환율 상승에 따른 원가 부담은 판매관리비로 조절이 가능할 것으로 전망된다 한국은행은 올해 1월 14일 기준금리를 1에서 125로 상승시키고 매월 금리 상승으로 11월 325로 기준금리를 결정했다 바이오텍은 외부자금을 조달해 신약을 개발한다 자금조달 방법은 기업공개IPO 주식연계사채 발행 유상증자를 중심으로 진행한다  바이오의약품을 다루는 삼성바이오로직스207940 셀트리온068270 회사와 전통 제약사의 신용도가 높아 회사채까지 발행이 가능하다 정윤택 제약산업전략연구원 원장은 해외에서 임상할 땐 막대한 자금을 바탕으로 투자가 이뤄져야 되는데 고금리의 여파로 위축될 수밖에 없다고 말했다 정윤택 원장은 투자의 위축 부분을 극복하느냐가 관건이라고 생각한다며 현금을 보유하거나 여러 시스템에서 자본을 축적한 기업들은 고금리의 여파가 큰 호재가 될 있다고 설명했다 정 원장은 해외에 인수합병MA으로 진출하거나 기술수출보단 기술이전을 통해 혁신 기술을 도입하는 등의 노력을 기울인다면 성장 모멘텀을 다질 있는 기회가 될 있다고 조언했다 고물가가 국내 제약바이오 산업에 미치는 영향은 일반의약품과 비급여전문의약품에 제한적이다 건강보험관리공단에서 가격을 조절하는 급여전문의약품의 가격 인하는 있지만 가격이 상승하는 경우는 전무하다 최근 제약사들의 아세트아미노펜 18품목의 공급 활성화를 위해 기존 약가 5051원에서 7090원으로 인상한 건 이례적이다 고물가는 해외 수출 중심기업에 유리하다 고물가로 미국 유럽에선 가격이 저렴한 바이오시밀러 사용 장려 정책이 시행되고 있기 때문이다 바이오시밀러를 개발 생산 판매 중인 삼성바이오로직스 삼성바이오에피스 셀트리온 셀트리온헬스케어091990 등이 수혜를 입을 것으로 전망된다 고은하 기자 eunhaetomatocom
2022-11-24,매일경제,삼성바이오로직스 거침없는 속도로 CDMO 1위  삼바 초격차로 벌린다  매일경제
2022-11-24,매일경제,글로벌 위탁개발생산CDMO 기업 삼성바이오로직스가 지난 3분기 연간 누적 매출 2조원을 돌파하면서 세계 1위 CDMO로 도약했다는 평가가 나오고 글로벌 인플레이션 경기 하락이라는 대외 악재들 속에서도 3분기 기준 누적 매출액 2조358억원영업이익 6708억원이라는 실적을 거두면서다삼성바이오로직스에 따르면 3분기 제품 판매량 증가와 환
2022-12-04,100세시대의 동반자 브릿지경제,기자수첩 제약바이오업계도 ESG에 눈 떠야 한다
2022-12-04,100세시대의 동반자 브릿지경제,지난해와 올해를 관통하는 산업계의 화두는 무엇보다 ESG 경영이다 환경사회지배구조를 아우르는 ESG가 글로벌 표준으로 자리 잡으면서 다수의 기업이 ESG 고도화에 공을
,mbnmoney.mbn.co.kr,Top5 LGSK SDI
,mbnmoney.mbn.co.kr,300051 58900    LG
2022-11-30,@IT_CHOSUN,제약바이오 ESG성적표 받아보니타 산업군 갈길 멀어
2022-11-30,@IT_CHOSUN,국내 제약바이오 기업이 최근 ESG환경사회지배구조 경영에 힘을 쏟고 있는 가운데 국제 표준 인증 획득 다양한 사회적 공헌에 대한 성과
2022-12-05,이코노뉴스,코스피 외인과 기관 매도에 하락 마감네이버 상승 VS　삼성바이오로직스 LG에너지솔루션 삼성SDI 하락
2022-12-05,이코노뉴스,이코노뉴스이준우 기자 코스피가 외인과 기관의 매도에 하락 마감했다 5일 코스피는 거래일 대비 0621501포인트 하락한 241932에 거래를 마쳤다유가증권시장에서 개인이 3017억원을 순매수했지만 외국인이 2926억원 기관이 151억원을 순매도하면서 지수를 끌어내렸다 시가총액 상위 10개 종목은 NAVER323를 하락 마감했다삼성바이오로직스425 LG에너지솔루션377 삼성SDI292 LG화학211 현대차207 삼성전자우18
2022-12-01,아시아경제,삼성물산 3조 현금 안고서도 삼성생명법 논의 때마다 좌불안석
2022-12-01,아시아경제,삼성물산이 3조원이 넘는 현금을 쌓아두고서도 삼성생명법 이슈가 불거질때마다 지배구조를 개편할 있는 해결책을 찾지 못해 좌불안석이다 1일 삼성물산 분기보고서에 따르면 3분기 회사가 쌓아둔 현금 현금성 자산은 3조1151억원으로 지난해 2조2545억원 대비 8600억원 가량 늘었다 하이테크 수주 물량 확대 해외 신규 프로젝트 매출 본격화로 3분기 영업이익이 7968억원을
,조선비즈,인터뷰  싸토리우스  3억 달러 통 큰 투자한국서 바이오 소부장 리더십 발판 마련할
,조선비즈,인터뷰  싸토리우스  3억 달러 통 큰 투자한국서 바이오 소부장 리더십 발판 마련할 김덕상 싸토리우스코리아 대표 인터뷰 12월 총 3억 달러 규모 생산연구시설 착공 삼성 반도체로 산업 성장바이오 생태계 조성 한국 잠재력 인정해 대규모 설비투자 바이오 의약품 생산 1위 10년 소부장 리더십 확보
2022-11-22,파이낸셜뉴스,삼성바이오로직스 실적 개선 기대목표가DB금융투자
