date,text,pos_tagged
2022-09-29 16:15:00,갈수록 태산이네,"[('갈수록', 'Noun'), ('태산', 'Noun'), ('이네', 'Josa')]"
2022-09-29 16:11:00,네이버야 자사주 매입해라,"[('네이버', 'Noun'), ('야', 'Josa'), ('자', 'Noun'), ('사주', 'Noun'), ('매입', 'Noun'), ('해라', 'Verb')]"
2022-09-29 16:10:00,급여인상할때부터 찜찜했어,"[('급여', 'Noun'), ('인상', 'Noun'), ('할', 'Verb'), ('때', 'Noun'), ('부터', 'Josa'), ('찜찜했어', 'Adjective')]"
2022-09-29 16:08:00,영국발 악재로 내일도 마이너스,"[('영국', 'Noun'), ('발', 'Noun'), ('악재', 'Noun'), ('로', 'Josa'), ('내일', 'Noun'), ('도', 'Josa'), ('마이너스', 'Noun')]"
2022-09-29 16:05:00,금일 공매 수치 3대다 병,"[('금일', 'Noun'), ('공매', 'Noun'), ('수치', 'Noun'), ('3', 'Number'), ('대다', 'Verb'), ('병', 'Noun')]"
2022-09-29 16:04:00,개잡주,"[('개', 'Noun'), ('잡주', 'Verb')]"
2022-09-29 16:04:00,증시 악화될 공매도 금지,"[('증시', 'Noun'), ('악화', 'Noun'), ('될', 'Verb'), ('공매도', 'Noun'), ('금지', 'Noun')]"
2022-09-29 16:02:00,오늘외국놈들1조매도했다,"[('오늘', 'Noun'), ('외국', 'Noun'), ('놈', 'Noun'), ('들', 'Suffix'), ('1조', 'Number'), ('매도했다', 'Foreign')]"
2022-09-29 15:54:00,증시 급락에 증안펀드 재가동공매도 금지,"[('증시', 'Noun'), ('급락', 'Noun'), ('에', 'Josa'), ('증안', 'Noun'), ('펀드', 'Noun'), ('재', 'Noun'), ('가', 'Josa'), ('동', 'Modifier'), ('공매도', 'Noun'), ('금지', 'Noun')]"
2022-09-29 15:52:00,반대매매 당한 친구들,"[('반대', 'Noun'), ('매매', 'Noun'), ('당한', 'Noun'), ('친구', 'Noun'), ('들', 'Suffix')]"
2022-09-29 15:50:00,똥을,"[('똥', 'Noun'), ('을', 'Josa')]"
2022-09-29 15:49:00,3일 연속 52주 신저가,"[('3일', 'Number'), ('연속', 'Noun'), ('52', 'Number'), ('주', 'Noun'), ('신저', 'Noun'), ('가', 'Josa')]"
2022-09-29 15:47:00,목표가 12000원,"[('목표', 'Noun'), ('가', 'Josa'), ('12000원', 'Number')]"
2022-09-29 15:44:00,네이버를 새롬기술에 비할껀아니고 비슷한기업은 sk텔레콤이지,"[('네이버', 'Noun'), ('를', 'Josa'), ('새롬기술', 'Noun'), ('에', 'Josa'), ('비할껀아니', 'Noun'), ('고', 'Josa'), ('비슷한', 'Adjective'), ('기업', 'Noun'), ('은', 'Josa'), ('sk', 'Alpha'), ('텔레콤', 'Noun'), ('이지', 'Josa')]"
2022-09-29 15:44:00,도망쳐라 주주들아 팔아라,"[('도망쳐라', 'Verb'), ('주주', 'Noun'), ('들', 'Suffix'), ('아', 'Josa'), ('팔아라', 'Verb')]"
2022-09-29 15:43:00,공매도  잡는건 기준금리대폭인하,"[('공매도', 'Noun'), ('잡는건', 'Verb'), ('기준금리', 'Noun'), ('대폭', 'Noun'), ('인하', 'Noun')]"
2022-09-29 15:43:00,상,"[('상', 'Noun')]"
2022-09-29 15:42:00,평단 30위에는 주식하지마라,"[('평단', 'Noun'), ('30', 'Number'), ('위', 'Noun'), ('에는', 'Josa'), ('주식', 'Noun'), ('하지마라', 'Verb')]"
2022-09-29 15:42:00,윤성율입니다,"[('윤', 'Noun'), ('성', 'Modifier'), ('율', 'Noun'), ('입니다', 'Adjective')]"
2022-09-29 15:42:00,연기금 형들,"[('연기금', 'Noun'), ('형', 'Noun'), ('들', 'Suffix')]"
2022-09-29 15:40:00,오늘 바겐세일,"[('오늘', 'Noun'), ('바겐세일', 'Noun')]"
2022-09-29 15:39:00,미국바이든한국에서기관투자들에게100조매도,"[('미국', 'Noun'), ('바이든', 'Noun'), ('한국', 'Noun'), ('에서', 'Josa'), ('기관', 'Noun'), ('투자', 'Noun'), ('들', 'Suffix'), ('에게', 'Josa'), ('100조', 'Number'), ('매도', 'Foreign')]"
2022-09-29 15:38:00,일본호주는 15지수마감,"[('일', 'Modifier'), ('본', 'Modifier'), ('호주', 'Noun'), ('는', 'Josa'), ('15', 'Number'), ('지수', 'Noun'), ('마감', 'Noun')]"
2022-09-29 15:37:00,윤정권은 나라를 말아먹기전에,"[('윤정', 'Noun'), ('권', 'Suffix'), ('은', 'Josa'), ('나라', 'Noun'), ('를', 'Josa'), ('말아먹', 'Verb'), ('기전', 'Noun'), ('에', 'Josa')]"
2022-09-29 15:35:00,예상대로 가는구나,"[('예상', 'Noun'), ('대로', 'Josa'), ('가는구나', 'Verb')]"
2022-09-29 15:35:00,게이버 99000원에 애가뤼 개신나게 쩌어어어어너어엌우,"[('게이', 'Noun'), ('버', 'Noun'), ('99000원', 'Number'), ('에', 'Foreign'), ('애가', 'Noun'), ('뤼', 'Noun'), ('개신나게', 'Verb'), ('쩌', 'Noun'), ('어어어어', 'Noun'), ('너', 'Noun'), ('어', 'Suffix'), ('엌', 'Noun'), ('우', 'Adverb')]"
2022-09-29 15:34:00,개인 손절 유도 하는거,"[('개인', 'Noun'), ('손절', 'Noun'), ('유도', 'Noun'), ('하는거', 'Verb')]"
2022-09-29 15:34:00,네이버 가지고 있는 지옥 체험중,"[('네이버', 'Noun'), ('가지', 'Noun'), ('고', 'Josa'), ('있는', 'Adjective'), ('지옥', 'Noun'), ('체험', 'Noun'), ('중', 'Suffix')]"
2022-09-29 15:34:00,평단가465000원    196500원  매도,"[('평단', 'Noun'), ('가', 'Josa'), ('465000원', 'Number'), ('196500원', 'Number'), ('매도', 'Noun')]"
2022-09-29 15:32:00,두달 전에 이야기 했는데,"[('두', 'Determiner'), ('달', 'Noun'), ('전', 'Noun'), ('에', 'Josa'), ('이야기', 'Noun'), ('했는데', 'Verb')]"
2022-09-29 15:30:00,407에서,"[('407', 'Number'), ('에서', 'Josa')]"
2022-09-29 15:30:00,5만 아가뤼 쩌어어어어어어어어어어억,"[('5만', 'Number'), ('아가', 'Noun'), ('뤼', 'Noun'), ('쩌', 'Noun'), ('어어', 'Exclamation'), ('어어', 'Exclamation'), ('어어', 'Exclamation'), ('어어', 'Exclamation'), ('어어', 'Exclamation'), ('억', 'Exclamation')]"
2022-09-29 15:29:00,세력들이 개미들한테 물량넘길때 쓰는말이 장기투자다,"[('세력', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('개미', 'Noun'), ('들', 'Suffix'), ('한테', 'Josa'), ('물량넘길때', 'Noun'), ('쓰는말이', 'Verb'), ('장기', 'Noun'), ('투자', 'Noun'), ('다', 'Josa')]"
2022-09-29 15:28:00,23만9천원에 500주 처물림,"[('23만', 'Number'), ('9천원', 'Number'), ('에', 'Foreign'), ('500', 'Number'), ('주', 'Noun'), ('처', 'Noun'), ('물림', 'Verb')]"
2022-09-29 15:28:00,외인들장난,"[('외', 'Noun'), ('인들', 'Josa'), ('장난', 'Noun')]"
2022-09-29 15:28:00,드뎌 20만원 붕괴최무능 작품인가,"[('드뎌', 'Noun'), ('20만원', 'Number'), ('붕괴', 'Noun'), ('최', 'Noun'), ('무능', 'Noun'), ('작품', 'Noun'), ('인가', 'Josa')]"
2022-09-29 15:27:00,물탈렸는데,"[('물탈렸는데', 'Noun')]"
2022-09-29 15:27:00,지하실인가 싶어 발담궜더니 동굴로 가는 차트네,"[('지하실', 'Noun'), ('인가', 'Josa'), ('싶어', 'Verb'), ('발', 'Noun'), ('담궜더니', 'Verb'), ('동굴', 'Noun'), ('로', 'Josa'), ('가는', 'Verb'), ('차트', 'Noun'), ('네', 'Josa')]"
2022-09-29 15:25:00,내가 멍청한거 인정한다,"[('내', 'Noun'), ('가', 'Josa'), ('멍청한거', 'Adjective'), ('인정', 'Noun'), ('한다', 'Verb')]"
2022-09-29 15:25:00,적정가 100원,"[('적정', 'Noun'), ('가', 'Josa'), ('100원', 'Number')]"
2022-09-29 15:25:00,한달전에 이야기 했는데,"[('한', 'Determiner'), ('달전', 'Noun'), ('에', 'Josa'), ('이야기', 'Noun'), ('했는데', 'Verb')]"
2022-09-29 15:25:00,반등하고 산 흑우 업제,"[('반등', 'Noun'), ('하고', 'Josa'), ('산', 'Noun'), ('흑우', 'Noun'), ('업제', 'Noun')]"
2022-09-29 15:24:00,18만원 단기반등 15만원이하 분할로 모아갈자리,"[('18만원', 'Number'), ('단기', 'Noun'), ('반등', 'Noun'), ('15만원', 'Number'), ('이하', 'Foreign'), ('분할', 'Noun'), ('로', 'Josa'), ('모아', 'Verb'), ('갈', 'Verb'), ('자리', 'Noun')]"
2022-09-29 15:23:00,이제,"[('이제', 'Noun')]"
2022-09-29 15:23:00,196500 실화냐,"[('196500', 'Number'), ('실화', 'Noun'), ('냐', 'Josa')]"
2022-09-29 15:22:00,네이버에서 LIK B,"[('네이버', 'Noun'), ('에서', 'Josa'), ('LIK', 'Alpha'), ('B', 'Alpha')]"
2022-09-29 15:21:00,입성했습니다,"[('입성', 'Noun'), ('했습니다', 'Verb')]"
2022-09-29 15:18:00,네이버는 가격이 제일 비싸다,"[('네이버', 'Noun'), ('는', 'Josa'), ('가격', 'Noun'), ('이', 'Josa'), ('제일', 'Noun'), ('비싸다', 'Adjective')]"
2022-09-29 15:18:00,20만원깨지면 매수 해볼까 했는데,"[('20만원', 'Number'), ('깨지면', 'Foreign'), ('매수', 'Noun'), ('해볼까', 'Verb'), ('했는데', 'Verb')]"
2022-09-29 15:17:00,문재인 각하 그리우면 개추,"[('문재인', 'Noun'), ('각하', 'Noun'), ('그리우면', 'Verb'), ('개추', 'Noun')]"
2022-09-29 15:17:00,15만대 보합 1년간다고 말해도,"[('15만', 'Number'), ('대', 'Foreign'), ('보합', 'Noun'), ('1년', 'Number'), ('간다고', 'Foreign'), ('말', 'Noun'), ('해도', 'Verb')]"
2022-09-29 15:16:00,최저가경신,"[('최저', 'Noun'), ('가', 'Josa'), ('경신', 'Noun')]"
2022-09-29 15:16:00,네이버는 허상이다,"[('네이버', 'Noun'), ('는', 'Josa'), ('허상', 'Noun'), ('이다', 'Josa')]"
2022-09-29 15:14:00,이날을 현금장착했다,"[('이', 'Determiner'), ('날', 'Noun'), ('을', 'Josa'), ('현금', 'Noun'), ('장', 'Suffix'), ('착했다', 'Adjective')]"
2022-09-29 15:12:00,내일,"[('내일', 'Noun')]"
2022-09-29 15:09:00,신저가,"[('신저', 'Noun'), ('가', 'Josa')]"
2022-09-29 15:08:00,한국증권 악질이네,"[('한국', 'Noun'), ('증권', 'Noun'), ('악질', 'Noun'), ('이네', 'Josa')]"
2022-09-29 15:08:00,허상 이다,"[('허상', 'Noun'), ('이다', 'Josa')]"
2022-09-29 15:07:00,분위기 잡치는,"[('분위기', 'Noun'), ('잡치는', 'Verb')]"
2022-09-29 15:07:00,환율방어 실패,"[('환율', 'Noun'), ('방어', 'Noun'), ('실패', 'Noun')]"
2022-09-29 15:06:00,최저가 좋아하시지 말라고 누누히 말씀드렸습니다,"[('최저', 'Noun'), ('가', 'Josa'), ('좋아하시지', 'Adjective'), ('말', 'Noun'), ('라고', 'Josa'), ('누누', 'Noun'), ('히', 'Adverb'), ('말씀드렸습니다', 'Verb')]"
2022-09-29 15:06:00,빨리 빨리 말아 올려라 올려,"[('빨리', 'Adverb'), ('빨리', 'Adverb'), ('말', 'Noun'), ('아', 'Josa'), ('올려라', 'Verb'), ('올려', 'Verb')]"
2022-09-29 15:04:00,이거 16만까지 내려갈 수도 있어,"[('이', 'Determiner'), ('거', 'Noun'), ('16만', 'Number'), ('까지', 'Foreign'), ('내려갈', 'Verb'), ('수도', 'Noun'), ('있어', 'Adjective')]"
2022-09-29 15:04:00,종가는 보합이다 어제랑,"[('종가', 'Noun'), ('는', 'Josa'), ('보합', 'Noun'), ('이다', 'Josa'), ('어제', 'Noun'), ('랑', 'Josa')]"
2022-09-29 15:03:00,매일매일이 신저가네,"[('매', 'Modifier'), ('일', 'Modifier'), ('매일', 'Noun'), ('이', 'Josa'), ('신', 'Modifier'), ('저가', 'Noun'), ('네', 'Josa')]"
2022-09-29 15:02:00,개미만 주구장창 사네,"[('개미', 'Noun'), ('만', 'Josa'), ('주', 'Modifier'), ('구', 'Modifier'), ('장창', 'Noun'), ('사네', 'Verb')]"
2022-09-29 15:00:00,네이버 하락에도 걱정없는 이유,"[('네이버', 'Noun'), ('하락', 'Noun'), ('에도', 'Josa'), ('걱정', 'Noun'), ('없는', 'Adjective'), ('이유', 'Noun')]"
2022-09-29 14:56:00,23만은 이제 내년 이맘 고점회복이라는 뉴스를 보게 될지도,"[('23만', 'Number'), ('은', 'Foreign'), ('이제', 'Noun'), ('내년', 'Noun'), ('이맘', 'Noun'), ('고', 'Modifier'), ('점', 'Noun'), ('회복', 'Noun'), ('이라는', 'Josa'), ('뉴스', 'Noun'), ('를', 'Josa'), ('보게', 'Verb'), ('될지도', 'Verb')]"
2022-09-29 14:56:00,사측에 주가방어 안하냐고 투덜대는 애들,"[('사', 'Noun'), ('측', 'Suffix'), ('에', 'Josa'), ('주가', 'Noun'), ('방어', 'Noun'), ('안', 'VerbPrefix'), ('하냐고', 'Verb'), ('투덜대는', 'Verb'), ('애', 'Noun'), ('들', 'Suffix')]"
2022-09-29 14:55:00,8 9만원 가야한다,"[('8', 'Number'), ('9만원', 'Number'), ('가야', 'Noun'), ('한', 'Josa'), ('다', 'Adverb')]"
2022-09-29 14:55:00,18자 시간문제네,"[('18', 'Number'), ('자', 'Noun'), ('시', 'Modifier'), ('간문제', 'Noun'), ('네', 'Josa')]"
2022-09-29 14:55:00,네이버 카카오 환상은 버려라,"[('네이버', 'Noun'), ('카카오', 'Noun'), ('환상', 'Noun'), ('은', 'Josa'), ('버려라', 'Verb')]"
2022-09-29 14:55:00,바이든한국에서100조매도하라거짓말인지차칵하지마세요,"[('바이든', 'Noun'), ('한국', 'Noun'), ('에서', 'Josa'), ('100조', 'Number'), ('매도하라거짓말인지차칵하지마세요', 'Foreign')]"
2022-09-29 14:51:00,카카오에 비해 네이버 저평가됐다는,"[('카카오', 'Noun'), ('에', 'Josa'), ('비해', 'Verb'), ('네이버', 'Noun'), ('저', 'Determiner'), ('평가', 'Noun'), ('됐다는', 'Verb')]"
2022-09-29 14:51:00,주가책임지고 올려라,"[('주가', 'Noun'), ('책임지고', 'Verb'), ('올려라', 'Verb')]"
2022-09-29 14:49:00,흐음 네이버 매수는,"[('흐음', 'Exclamation'), ('네이버', 'Noun'), ('매수', 'Noun'), ('는', 'Josa')]"
2022-09-29 14:49:00,매일,"[('매일', 'Noun')]"
2022-09-29 14:49:00,이러고도 그냥 보고만 있나,"[('이러고도', 'Verb'), ('그냥', 'Noun'), ('보고', 'Noun'), ('만', 'Josa'), ('있나', 'Adjective')]"
2022-09-29 14:46:00,주주들 돈으로,"[('주주', 'Noun'), ('들', 'Suffix'), ('돈', 'Noun'), ('으로', 'Josa')]"
2022-09-29 14:44:00,지금이라도 달러나,"[('지금', 'Noun'), ('이라도', 'Josa'), ('달러', 'Noun'), ('나', 'Josa')]"
2022-09-29 14:44:00,반토막,"[('반토막', 'Noun')]"
2022-09-29 14:43:00,게이버 99000원에 아가뤼 신나게 쩌어아아어어어억,"[('게이', 'Noun'), ('버', 'Noun'), ('99000원', 'Number'), ('에', 'Foreign'), ('아가', 'Noun'), ('뤼', 'Noun'), ('신나게', 'Adjective'), ('쩌', 'Noun'), ('어', 'Suffix'), ('아아', 'Noun'), ('어', 'Suffix'), ('어어', 'Noun'), ('억', 'Suffix')]"
2022-09-29 14:43:00,다,"[('다', 'Adverb')]"
2022-09-29 14:43:00,정신 못차리네,"[('정신', 'Noun'), ('못', 'VerbPrefix'), ('차리네', 'Verb')]"
2022-09-29 14:40:00,그냥 코인을 사라,"[('그냥', 'Noun'), ('코인', 'Noun'), ('을', 'Josa'), ('사라', 'Noun')]"
2022-09-29 14:35:00,야는 심각하다 오늘도 마이너스네 어차피 하이닉스 삼성도 종가는 마이너스일거 같은데 괴롭겠네 주주들,"[('야', 'Noun'), ('는', 'Josa'), ('심각하다', 'Adjective'), ('오늘', 'Noun'), ('도', 'Josa'), ('마이너스', 'Noun'), ('네', 'Josa'), ('어차피', 'Noun'), ('하이닉스', 'Noun'), ('삼성', 'Noun'), ('도', 'Josa'), ('종가', 'Noun'), ('는', 'Josa'), ('마이너스', 'Noun'), ('일거', 'Verb'), ('같은데', 'Adjective'), ('괴롭겠네', 'Adjective'), ('주주', 'Noun'), ('들', 'Suffix')]"
2022-09-29 14:35:00,514억 분기배당 이믄 주당 310원이네,"[('514억', 'Number'), ('분기', 'Noun'), ('배당', 'Noun'), ('이', 'Determiner'), ('믄', 'Modifier'), ('주당', 'Verb'), ('310원', 'Number'), ('이네', 'Foreign')]"
2022-09-29 14:34:00,네이년,"[('네', 'Determiner'), ('이', 'Modifier'), ('년', 'Noun')]"
2022-09-29 14:30:00,주인 없나 실시간으로 망해가는데왜 보이노,"[('주인', 'Noun'), ('없나', 'Adjective'), ('실시간', 'Noun'), ('으로', 'Josa'), ('망해가는데', 'Adjective'), ('왜', 'Noun'), ('보이노', 'Verb')]"
2022-09-29 14:26:00,잡주 네입어,"[('잡주', 'Verb'), ('네', 'Determiner'), ('입', 'Noun'), ('어', 'Suffix')]"
2022-09-29 14:24:00,애들 적정주가는,"[('애', 'Noun'), ('들', 'Suffix'), ('적정', 'Noun'), ('주가', 'Noun'), ('는', 'Josa')]"
2022-09-29 14:22:00,주가가 떨어지든 말든,"[('주가', 'Noun'), ('가', 'Josa'), ('떨어지든', 'Verb'), ('말', 'Noun'), ('든', 'Josa')]"
2022-09-29 14:18:00,살의가 생긴다,"[('살의', 'Noun'), ('가', 'Josa'), ('생긴다', 'Verb')]"
2022-09-29 14:18:00,인터넷관련 게임 건설 반도체 IT관련,"[('인터넷', 'Noun'), ('관련', 'Noun'), ('게임', 'Noun'), ('건설', 'Noun'), ('반도체', 'Noun'), ('IT', 'Alpha'), ('관련', 'Noun')]"
2022-09-29 14:18:00,공매금지 뉴스떴네,"[('공', 'Modifier'), ('매', 'Modifier'), ('금지', 'Noun'), ('뉴스', 'Noun'), ('떴네', 'Verb')]"
2022-09-29 14:17:00,시바,"[('시바', 'Noun')]"
2022-09-29 14:17:00,조루,"[('조루', 'Noun')]"
