date,text,pos_tagged
2022-06-28 13:00:00,개잡주 추세꺽이고 데드캣바운스 하방이다,"[('개', 'Noun'), ('잡주', 'Verb'), ('추세', 'Noun'), ('꺽', 'Noun'), ('이고', 'Josa'), ('데', 'Noun'), ('드캣', 'Noun'), ('바운스', 'Noun'), ('하방', 'Noun'), ('이다', 'Josa')]"
2022-06-28 12:56:00,주주님들 평단가좀 공개해주세요  난465000원,"[('주', 'Modifier'), ('주님', 'Noun'), ('들', 'Suffix'), ('평단', 'Noun'), ('가', 'Josa'), ('좀', 'Noun'), ('공개', 'Noun'), ('해주세요', 'Verb'), ('난', 'Noun'), ('465000원', 'Number')]"
2022-06-28 12:27:00,개별종목 그래프 의미없다이,"[('개별', 'Noun'), ('종목', 'Noun'), ('그래프', 'Noun'), ('의미', 'Noun'), ('없다이', 'Adjective')]"
2022-06-28 12:26:00,개미 올라탔다,"[('개미', 'Noun'), ('올라탔다', 'Verb')]"
2022-06-28 12:24:00,공매도전원은 일순간에 꺼버려야,"[('공매도', 'Noun'), ('전원', 'Noun'), ('은', 'Josa'), ('일순간', 'Noun'), ('에', 'Josa'), ('꺼', 'Verb'), ('버려야', 'Verb')]"
2022-06-28 12:19:00,으휴 씨x 없는주식이라 생각해야지,"[('으', 'Adverb'), ('휴', 'Exclamation'), ('씨', 'Noun'), ('x', 'Alpha'), ('없는', 'Adjective'), ('주식', 'Noun'), ('이라', 'Josa'), ('생각', 'Noun'), ('해야지', 'Verb')]"
2022-06-28 12:23:00,삭제된 게시물의 답글아파트라도 팔아서,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('아파트', 'Noun'), ('라도', 'Josa'), ('팔아서', 'Verb')]"
2022-06-28 11:47:00,어차피 올라갈 거 빨리 빨리 올라가자,"[('어차피', 'Noun'), ('올라갈', 'Verb'), ('거', 'Noun'), ('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가자', 'Verb')]"
2022-06-28 11:39:00,최대 주주 바뀌겠다,"[('최대', 'Noun'), ('주주', 'Noun'), ('바뀌겠다', 'Verb')]"
2022-06-28 11:33:00,평단가465000원  227000원 매도,"[('평단', 'Noun'), ('가', 'Josa'), ('465000원', 'Number'), ('227000원', 'Number'), ('매도', 'Noun')]"
2022-06-28 11:13:00,연기금 간부들 숙청하라,"[('연기금', 'Noun'), ('간부', 'Noun'), ('들', 'Suffix'), ('숙청', 'Noun'), ('하', 'Suffix'), ('라', 'Josa')]"
2022-06-28 10:37:00,외국인들 사는거 같아서 사본다,"[('외국', 'Noun'), ('인들', 'Josa'), ('사는거', 'Verb'), ('같아서', 'Adjective'), ('사본다', 'Verb')]"
2022-06-28 10:25:00,1년을 쳐박혔으면 됐지 고마 해라,"[('1년', 'Number'), ('을', 'Foreign'), ('쳐', 'Verb'), ('박혔으면', 'Verb'), ('됐지', 'Verb'), ('고마', 'Noun'), ('해', 'Noun'), ('라', 'Josa')]"
2022-06-28 10:23:00,코인,"[('코인', 'Noun')]"
2022-06-28 10:22:00,기관연속매수연기금투신기타법인보험매수,"[('기관', 'Noun'), ('연', 'Modifier'), ('속', 'Modifier'), ('매', 'Modifier'), ('수', 'Modifier'), ('연기금', 'Noun'), ('투신', 'Noun'), ('기타', 'Noun'), ('법인', 'Noun'), ('보험', 'Noun'), ('매수', 'Noun')]"
2022-06-28 10:16:00,공매도 터뜨리자,"[('공매도', 'Noun'), ('터뜨리자', 'Verb')]"
2022-06-28 10:15:00,반등좀 나오니까 귀신같이 공매도 쌓이는거봐라,"[('반등', 'Noun'), ('좀', 'Noun'), ('나오니까', 'Verb'), ('귀신', 'Noun'), ('같이', 'Josa'), ('공매도', 'Noun'), ('쌓이는거', 'Verb'), ('봐라', 'Verb')]"
2022-06-28 09:24:00,MSCI캐치프레즈걸어놓고 코스피공정따위나한것,"[('MSCI', 'Alpha'), ('캐', 'Noun'), ('치프', 'Noun'), ('레즈', 'Noun'), ('걸어놓고', 'Verb'), ('코스피', 'Noun'), ('공정', 'Noun'), ('따위', 'Noun'), ('나', 'Josa'), ('한', 'Determiner'), ('것', 'Noun')]"
2022-06-28 09:11:00,어차피 올라갈 거 빨리 빨리 올라가자,"[('어차피', 'Noun'), ('올라갈', 'Verb'), ('거', 'Noun'), ('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가자', 'Verb')]"
2022-06-28 09:07:00,곧좋은 호재,"[('곧', 'Noun'), ('좋은', 'Adjective'), ('호재', 'Noun')]"
2022-06-28 09:00:00,눌림목 매수,"[('눌림목', 'Noun'), ('매수', 'Noun')]"
2022-06-28 08:48:00,35만원만 가자,"[('35만원', 'Number'), ('만', 'Foreign'), ('가자', 'Verb')]"
2022-06-28 07:21:00,긍정,"[('긍정', 'Noun')]"
2022-06-28 04:40:00,덕유산에서 내려 왔습니다,"[('덕유산', 'Noun'), ('에서', 'Josa'), ('내려', 'Verb'), ('왔습니다', 'Verb')]"
2022-06-27 21:14:00,목표가는 꿈이요,"[('목표', 'Noun'), ('가는', 'Verb'), ('꿈이요', 'Verb')]"
2022-06-27 19:34:00,주식은 왕도가,"[('주식', 'Noun'), ('은', 'Josa'), ('왕도', 'Noun'), ('가', 'Josa')]"
2022-06-27 19:14:00,플랫폼 자율규제  국회에서 300명이 반대 한단다,"[('플랫폼', 'Noun'), ('자율', 'Noun'), ('규제', 'Noun'), ('국회', 'Noun'), ('에서', 'Josa'), ('300', 'Number'), ('명', 'Noun'), ('이', 'Josa'), ('반대', 'Noun'), ('한단다', 'Verb')]"
2022-06-27 19:08:00,분쟁은 평화로운 대화로,"[('분쟁', 'Noun'), ('은', 'Josa'), ('평화로운', 'Adjective'), ('대화', 'Noun'), ('로', 'Josa')]"
2022-06-27 17:57:00,NAVER 목표주가,"[('NAVER', 'Alpha'), ('목표', 'Noun'), ('주가', 'Noun')]"
2022-06-27 17:33:00,모간이 팔때는 모건이 이사고 모건이 팔때는 모간이사고,"[('모간', 'Noun'), ('이', 'Josa'), ('팔', 'Modifier'), ('때', 'Noun'), ('는', 'Josa'), ('모건', 'Noun'), ('이', 'Josa'), ('이사고', 'Noun'), ('모건', 'Noun'), ('이', 'Josa'), ('팔', 'Modifier'), ('때', 'Noun'), ('는', 'Josa'), ('모간', 'Noun'), ('이사고', 'Noun')]"
2022-06-27 17:21:00,주주님들 평단가 공개좀요  난465000원요,"[('주', 'Modifier'), ('주님', 'Noun'), ('들', 'Suffix'), ('평단', 'Noun'), ('가', 'Josa'), ('공개', 'Noun'), ('좀', 'Noun'), ('요', 'Josa'), ('난', 'Noun'), ('465000원', 'Number'), ('요', 'Foreign')]"
2022-06-27 16:30:00,유난히 이곳에 안티가 바글바글,"[('유난히', 'Adverb'), ('이', 'Determiner'), ('곳', 'Noun'), ('에', 'Josa'), ('안티', 'Noun'), ('가', 'Josa'), ('바글바글', 'Adverb')]"
2022-06-27 16:27:00,반토막내고 모기존물만큼,"[('반토막', 'Noun'), ('내고', 'Verb'), ('모', 'Modifier'), ('기존', 'Noun'), ('물', 'Noun'), ('만큼', 'Josa')]"
2022-06-27 15:44:00,네이버는 장대 양봉 나와서 계속 올라간다,"[('네이버', 'Noun'), ('는', 'Josa'), ('장대', 'Noun'), ('양봉', 'Noun'), ('나와서', 'Verb'), ('계속', 'Noun'), ('올라간다', 'Verb')]"
2022-06-27 15:38:00,이러는데 오르겠냐,"[('이러는데', 'Verb'), ('오르겠냐', 'Verb')]"
2022-06-27 15:36:00,멍충들 오늘 기회줄때 못판애들 고통의,"[('멍충', 'Noun'), ('들', 'Suffix'), ('오늘', 'Noun'), ('기회', 'Noun'), ('줄때', 'Noun'), ('못', 'VerbPrefix'), ('판', 'Verb'), ('애', 'Noun'), ('들', 'Suffix'), ('고통', 'Noun'), ('의', 'Josa')]"
2022-06-27 15:17:00,오늘은 주식을 파는 게 주식을 사는 날이다,"[('오늘', 'Noun'), ('은', 'Josa'), ('주식', 'Noun'), ('을', 'Josa'), ('파는', 'Verb'), ('게', 'Noun'), ('주식', 'Noun'), ('을', 'Josa'), ('사는', 'Verb'), ('날', 'Noun'), ('이다', 'Josa')]"
2022-06-27 15:13:00,저기요227000원에  매도했어요,"[('저기', 'Noun'), ('요', 'Josa'), ('227000원', 'Number'), ('에', 'Foreign'), ('매도', 'Noun'), ('했어요', 'Verb')]"
2022-06-27 15:08:00,당분간 공매도 금지하자,"[('당분간', 'Noun'), ('공매도', 'Noun'), ('금지', 'Noun'), ('하자', 'Verb')]"
2022-06-27 15:07:00,대단하다 손절만이 살길이다,"[('대단하다', 'Adjective'), ('손절', 'Noun'), ('만이', 'Josa'), ('살길', 'Noun'), ('이다', 'Josa')]"
2022-06-27 15:06:00,너희들은 마지막 탈출기회를 놓쳤다,"[('너희', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('마지막', 'Noun'), ('탈출', 'Noun'), ('기회', 'Noun'), ('를', 'Josa'), ('놓쳤다', 'Verb')]"
2022-06-27 14:59:00,빨리 빨리 올라가자,"[('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가자', 'Verb')]"
2022-06-27 14:39:00,갓수연 임직원들 복지만 챙기지말고,"[('갓', 'Modifier'), ('수연', 'Noun'), ('임', 'Noun'), ('직원', 'Noun'), ('들', 'Suffix'), ('복지', 'Noun'), ('만', 'Josa'), ('챙기지말고', 'Verb')]"
2022-06-27 14:36:00,나스닥 졸라 올라도 따구야 진짜엿같다,"[('나스닥', 'Noun'), ('졸라', 'Noun'), ('올라도', 'Verb'), ('따구야', 'Verb'), ('진짜', 'Noun'), ('엿', 'Modifier'), ('같', 'Noun'), ('다', 'Adverb')]"
2022-06-27 14:34:00,할렐루야 오늘같은날 보합이네요,"[('할렐루야', 'Noun'), ('오늘', 'Noun'), ('같은', 'Adjective'), ('날', 'Noun'), ('보합', 'Noun'), ('이네', 'Josa'), ('요', 'Noun')]"
2022-06-27 14:20:00,내려오면,"[('내려오면', 'Verb')]"
2022-06-27 14:19:00,음전할듯,"[('음전', 'Noun'), ('할듯', 'Verb')]"
2022-06-27 14:18:00,개미들  좋다 말았네,"[('개미', 'Noun'), ('들', 'Suffix'), ('좋다', 'Adjective'), ('말았네', 'Verb')]"
2022-06-27 14:11:00,네이버는 오늘 보합 마감인가요,"[('네이버', 'Noun'), ('는', 'Josa'), ('오늘', 'Noun'), ('보합', 'Noun'), ('마감', 'Noun'), ('인가요', 'Josa')]"
2022-06-27 13:59:00,코스피지수만큼은 올라가자,"[('코스피지수', 'Noun'), ('만큼은', 'Josa'), ('올라가자', 'Verb')]"
2022-06-27 13:54:00,국내주식 다 싸그리 정리하니 마음이 편하군,"[('국내', 'Noun'), ('주식', 'Noun'), ('다', 'Adverb'), ('싸', 'VerbPrefix'), ('그리', 'Verb'), ('정리', 'Noun'), ('하니', 'Verb'), ('마음', 'Noun'), ('이', 'Josa'), ('편하군', 'Adjective')]"
2022-06-27 13:39:00,기관외국인 매수하는듯 하더니,"[('기관', 'Noun'), ('외국인', 'Noun'), ('매수', 'Noun'), ('하는듯', 'Verb'), ('하더니', 'Verb')]"
2022-06-27 13:38:00,평단 30이상 강아지 있냐,"[('평단', 'Noun'), ('30', 'Number'), ('이상', 'Noun'), ('강아지', 'Noun'), ('있냐', 'Adjective')]"
2022-06-27 13:15:00,삭제된 게시물의 답글평단 36입니다,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('평단', 'Noun'), ('36', 'Number'), ('입니다', 'Adjective')]"
2022-06-27 13:10:00,앗싸 주당1만 5천,"[('앗', 'Noun'), ('싸', 'Verb'), ('주당', 'Verb'), ('1만', 'Number'), ('5천', 'Number')]"
2022-06-27 11:26:00,바닥에 잡는자가 승자,"[('바닥', 'Noun'), ('에', 'Josa'), ('잡는', 'Verb'), ('자가', 'Noun'), ('승자', 'Noun')]"
2022-06-27 11:19:00,평단가465000원   227000원 매도,"[('평단', 'Noun'), ('가', 'Josa'), ('465000원', 'Number'), ('227000원', 'Number'), ('매도', 'Noun')]"
2022-06-27 11:14:00,지난주에 100만원치 막차 탔엇는데,"[('지난주', 'Noun'), ('에', 'Josa'), ('100만원', 'Number'), ('치', 'Foreign'), ('막차', 'Noun'), ('탔', 'Verb'), ('엇', 'VerbPrefix'), ('는데', 'Verb')]"
2022-06-27 11:09:00,빨리 빨리 올라가자,"[('빨리', 'Adverb'), ('빨리', 'Adverb'), ('올라가자', 'Verb')]"
2022-06-27 11:00:00,평단가 380000 탈출의 날이 오면,"[('평단', 'Noun'), ('가', 'Josa'), ('380000', 'Number'), ('탈출', 'Noun'), ('의', 'Josa'), ('날', 'Noun'), ('이', 'Josa'), ('오면', 'Verb')]"
2022-06-27 11:00:00,슬슬 개미입질 시작,"[('슬슬', 'Noun'), ('개미', 'Noun'), ('입질', 'Noun'), ('시작', 'Noun')]"
2022-06-27 10:21:00,추세전환 가즈아,"[('추세', 'Noun'), ('전환', 'Noun'), ('가즈', 'Noun'), ('아', 'Josa')]"
2022-06-27 10:21:00,외국인대량매수100만명유료회원가입비실적대박,"[('외국인', 'Noun'), ('대량', 'Noun'), ('매수', 'Noun'), ('100만', 'Number'), ('명유료회원가입비실적대박', 'Foreign')]"
2022-06-27 10:16:00,열심히 모으셈,"[('열심히', 'Adverb'), ('모으셈', 'Verb')]"
2022-06-27 10:12:00,오후에 크게 6 가즈아,"[('오후', 'Noun'), ('에', 'Josa'), ('크게', 'Noun'), ('6', 'Number'), ('가즈', 'Noun'), ('아', 'Josa')]"
2022-06-27 10:11:00,공매도,"[('공매도', 'Noun')]"
2022-06-27 10:04:00,기회주십니까,"[('기', 'Modifier'), ('회주', 'Noun'), ('십', 'Suffix'), ('니까', 'Josa')]"
2022-06-27 10:03:00,상승할때 살까,"[('상승', 'Noun'), ('할', 'Verb'), ('때', 'Noun'), ('살까', 'Verb')]"
2022-06-27 10:02:00,30가야지,"[('30', 'Number'), ('가야', 'Noun'), ('지', 'Josa')]"
2022-06-27 10:02:00,257500,"[('257500', 'Number')]"
2022-06-27 09:57:00,올려,"[('올려', 'Verb')]"
2022-06-27 09:39:00,25뚤면 4예상합니다,"[('25', 'Number'), ('뚤', 'Noun'), ('면', 'Josa'), ('4', 'Number'), ('예상', 'Noun'), ('합니다', 'Verb')]"
2022-06-27 09:32:00,오를때 사지마,"[('오를', 'Verb'), ('때', 'Noun'), ('사지마', 'Verb')]"
2022-06-27 09:19:00,코스피 코스닥 오늘또 개인만산다튀어라,"[('코스피', 'Noun'), ('코스닥', 'Noun'), ('오늘', 'Noun'), ('또', 'Noun'), ('개인', 'Noun'), ('만', 'Josa'), ('산다', 'Noun'), ('튀어', 'Noun'), ('라', 'Josa')]"
2022-06-27 09:16:00,미국 빅테크도 per20 인데,"[('미국', 'Noun'), ('빅테크', 'Noun'), ('도', 'Josa'), ('per', 'Alpha'), ('20', 'Number'), ('인데', 'Josa')]"
2022-06-27 09:11:00,오늘도,"[('오늘', 'Noun'), ('도', 'Josa')]"
2022-06-27 09:04:00,붙으면 떨군다니까,"[('붙으면', 'Verb'), ('떨군다니까', 'Verb')]"
2022-06-27 09:03:00,아침부터 개미매수 조심,"[('아침', 'Noun'), ('부터', 'Josa'), ('개미', 'Noun'), ('매수', 'Noun'), ('조심', 'Noun')]"
